Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.3476181,104.7934265,105.8685379,107.5336609,106.0068512,105.0256729,107.1440735,108.4335938,107.3239136,106.572113,105.6552734,105.7735901,102.8267593,101.0323563,99.78486633,99.38948822,100.3257294,100.1987076,101.0726089,101.093071,101.3110733,102.5967407,103.6968079,103.9633789,103.7501373,103.8718567,104.1965714,104.1383896,104.2797775,112.0881195,109.1044235,109.8127213,109.2016068,,113.8143311,111.8618469,114.1232605,113.6890335,115.3518066,116.9517517,116.8993683,115.8881912,114.669548,112.3201904,111.7728577,111.2979507,111.7611389,110.8334732,113.2942886,116.1822891,115.0053177,
Caribbean small states,CSS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,109.8902206,109.7840195,111.050827,109.0686722,109.6725616,106.0550232,105.2396164,107.4548721,107.3081665,106.9899826,104.6869888,103.5981216,104.8094025,105.1595917,104.550293,104.7420883,104.4292374,105.7321167,105.6846924,106.749527,104.3922806,102.4354782,102.390007,102.3228378,103.1359024,102.8952332,102.7208405,102.9823227,102.6700592,101.5147018,101.8499908,100.4975128,99.02646637,99.11730957,100.1278076,99.49185944,98.79904175,97.8755188,100.0007401,100.0745163,98.97624969,100.0812302,100.3822784,100.2685089,99.54081726,99.78897095,99.23506165,99.07891846,98.59671783,97.02838898,94.85746002,
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,118.4250412,117.3613815,119.1733322,119.8349915,121.4330063,123.1460114,121.9742126,119.4971924,115.4208527,110.5331116,105.5658417,102.8954163,103.0410919,102.4351501,100.8734131,100.7660294,101.5328827,100.9178238,100.2672882,99.10183716,97.5667038,99.28588104,99.78579712,101.4043579,100.8718185,104.5308838,104.0586777,102.0289001,102.4612274,102.6397705,102.981163,103.6112518,101.8320923,101.6944733,101.1121826,100.3399811,99.71524048,99.38471985,100.8234406,101.4597702,101.4262009,100.8270111,99.1319809,100.0399704,99.48757935,99.56202698,100.4601517,101.9045486,102.8671417,103.1725616,
Curacao,CUW,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9963531,,,,,,,103.7994995,
Cayman Islands,CYM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,107.3412704,107.0476227,118.1651382,111.8514175,109.5184097,121.4790573,109.5983276,106.1809006,103.3823471,103.2085571,,,,,,,,,,,,,,,,,,105.1073532,102.8443069,99.27272797,95.38912964,,87.54884338,85.15112305,91.24703217,96.6866684,95.89321899,,,93.65451813,91.84696198,87.52493286,,,,,87.62740326,,,
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,87.8478775,86.24891663,85.68987274,86.13709259,77.86911011,78.45044708,77.75141144,78.57173157,78.67562866,74.89855957,74.12407684,70.4773407,70.61538696,71.08920288,71.87760925,77.05210114,81.02812195,82.34883118,82.66812897,82.37229156,81.97109985,80.46820068,101.0988083,100.7716217,99.88453674,99.78395081,99.79351044,,97.4384613,96.73135376,96.64961243,97.77345276,97.61051178,97.74523163,100.8579483,102.3869095,102.4738388,103.3517075,105.3647614,101.6243286,101.2005386,100.1753464,99.76197815,99.15271759,99.30011749,98.54550934,99.3066864,99.79544067,100.4776993,,
Czechia,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,123.338707,126.7305222,128.7953186,130.0286102,128.8022003,125.2720032,122.3806686,119.9951096,117.0229111,,97.41404724,99.12885284,100.5923309,100.2437973,97.97718048,96.45214844,93.85518646,91.81609344,91.8685379,93.19965363,96.33416748,100.708519,102.6716995,105.5338364,104.5857162,104.2376633,101.7880707,103.0903091,103.0338211,103.3358078,103.4155884,101.5521011,99.02735138,98.59606171,99.21469879,99.99620056,103.1852722,105.734848,105.9728622,103.8044205,100.7608566,99.36768341,98.74181366,98.66822815,99.51667786,100.2088776,100.67099,100.5089874,100.296669,,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6776276,99.15634918,100.8363113,100.4278183,101.3761215,102.579689,104.0552063,105.474678,105.2650375,105.3171082,104.3607635,102.5475006,102.098381,102.8830032,103.1063766,104.2132568,104.7863388,104.0239792,103.3964233,102.9958801,102.4665604,101.6141968,100.8382492,100.5386429,101.66745,102.6775589,104.0223618,103.8945618,102.5161819,,
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,24.62140083,24.76102066,25.75126076,26.24950027,26.49394989,25.49880028,23.68378067,26.55669022,26.63083076,26.61412048,27.85062981,30.0968399,31.51635933,32.54917145,32.1028595,34.00088882,33.98797989,33.71319962,32.93624878,33.29795837,32.8331604,34.09204865,30.95237923,32.71612167,33.6600914,33.52957153,32.83760071,32.20048904,32.53599167,32.49771881,36.46623993,38.3257103,40.16493988,42.13890839,43.61315155,45.97518921,48.95087051,58.85699081,58.68320084,,66.50891113,69.41964722,69.42003632,70.98679352,70.13204193,69.38295746,69.59623718,70.29769135,75.28794098,73.84848785,73.22975922
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,129.1745148,130.6888428,127.5034485,119.8959122,118.7596588,110.3213425,110.5726929,109.6534271,106.2572327,103.3795013,101.3476486,106.4810791,,101.4434128,,95.48866272,99.72670746,99.92861938,,106.5401688,112.2224197,113.0175323,126.8087234,134.3321075,138.5907135,,,,123.5915909,114.0449371,105.6670074,100.0637665,95.57749176,92.0981369,91.47368622,90.79055023,92.79579163,94.82212067,98.46871948,102.7395477,108.3189087,114.0296783,114.6968613,116.0983734,116.1912079,114.7266235,,,100.3757629,102.2990417,
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,95.87277985,96.42208862,98.8911438,101.6711121,102.8337173,104.183548,100.7819138,99.33132172,97.37077332,97.35111237,95.47402954,96.29634857,98.00093842,98.96527863,98.77725983,98.68261719,98.86003113,98.97547913,97.79876709,97.68508148,98.25418091,97.43151093,98.56620026,100.3246689,100.4029922,100.644783,,101.5851135,101.3347931,101.4274368,101.3616562,103.3226089,,100.7323303,98.73159027,99.30143738,100.0146713,99.61479187,99.56536865,99.58200836,100.7806702,101.3565598,101.5455627,101.2942276,101.4564438,101.8048325,101.2680893,100.5239105,100.2676697,,
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,94.30924225,101.6492386,98.19616699,96.62650299,98.31794739,101.4783936,102.4631195,102.3078079,110.0860367,112.5291595,114.9396667,118.1838684,111.2820892,113.2544479,120.6348038,120.7906265,,,,,100.2086868,100.6276779,102.4808121,101.4930573,99.21047974,102.8682404,101.9224701,109.4293289,112.5798111,115.8456726,,118.1388702,115.8429718,107.8768082,108.3769226,103.6323624,113.7290497,109.5305405,111.8576965,110.5022202,109.8604507,107.9562912,109.1145935,107.5581589,111.4053574,110.2987518,107.7998123,105.6986465,112.2282104,105.7213516,
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,74.46568298,78.60241699,83.28132629,87.05310059,89.16046906,92.15441895,94.10460663,95.15129852,94.87487793,94.76815033,93.6837616,92.56478882,91.36302948,90.95262146,90.08358765,89.0463562,90.24539948,91.75679016,92.00285339,92.59343719,94.44809723,96.4796524,96.787323,97.42166901,97.44246674,98.5931015,99.74812317,100.9060822,102.752327,105.1649094,104.021698,105.1424713,105.9267502,106.893898,107.5860977,108.1565704,109.5317078,109.2309723,112.3589706,115.3375778,116.5679092,118.0795898,119.5393219,118.5028076,115.8778381,113.8302002,111.7644806,109.8828201,108.8458481,111.2811508,
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.3602982,101.1411972,102.5479584,107.6559372,110.3056488,112.4253311,112.9384003,110.0340118,106.8617706,106.6415176,107.7112808,109.2851868,109.6261826,109.8488235,110.6629486,114.0406113,116.8110199,119.750412,120.7546463,120.6861267,119.2682419,117.3943405,115.7760391,113.8519211,111.8695374,109.6845627,107.4355774,105.7722397,105.9739914,106.4419022,108.1187592,109.9060287,108.438942,106.9942627,105.609787,104.0012207,101.9177475,102.2856674,102.2731476,102.1480179,101.8982697,102.2131271,102.9149323,102.5591278,100.4235077,100.6739502,101.5243835,102.2097321,102.35746,103.3983536,104.2247314,
Early-demographic dividend,EAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,78.53398132,78.47332001,79.93276215,82.29712677,82.31311798,83.5718689,84.32591248,85.77352142,84.68061829,85.26599884,86.78637695,88.41322327,89.74720001,91.02189636,92.00055695,91.85331726,92.37258148,91.57347107,92.61898804,94.17366791,93.56215668,93.72093964,93.63284302,94.18106079,94.92389679,94.60169983,95.13749695,94.99616241,95.04946136,95.51625061,96.41706085,96.71730042,97.43273926,100.5816193,101.7174988,102.9787064,103.7022476,105.4737091,105.8166122,105.8355484,106.1325989,106.2435303,106.9932098,107.3043976,106.1409836,106.3616333,108.9844284,108.1194992,102.4394989,102.5560226,103.9564133,
East Asia & Pacific,EAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.5487366,101.3408813,102.6053619,107.1357117,109.3724976,111.3742065,111.9386597,109.3220215,106.421051,106.2437592,107.2726669,108.6257401,108.8422089,108.993988,109.69767,112.7532806,115.3144302,118.0249481,118.9402466,118.9108124,117.6720886,115.9536972,114.4822235,112.7346115,110.9826584,108.9813919,106.9167404,105.3503418,105.5452118,105.9708099,107.4824219,109.0765991,107.7231216,106.4209671,105.2239685,103.7666702,101.8695068,102.262619,102.2434921,102.13797,101.9142838,102.2173462,102.8323288,102.4333191,100.4266281,100.598259,101.3411407,101.9618607,102.1199417,103.1158981,103.8826065,
Europe & Central Asia (excluding high income),ECA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,106.4907227,106.5107117,105.2002182,104.3414383,103.8397598,103.6830368,104.0942917,104.330162,104.2916183,104.6007004,104.1617966,102.5737228,103.2048187,103.3408203,105.2537994,105.6081924,106.0543594,106.553978,107.2455368,105.705101,105.7106934,107.1366577,106.6035004,105.6523209,104.7232208,104.0976028,103.2790604,102.5891037,102.7596436,102.7515182,102.5608292,104.6474304,107.0195694,105.1043625,103.0331879,100.4189224,99.41177368,99.55666351,99.75698853,99.38777924,99.98634338,100.4443283,100.0301666,102.1559601,101.4447403,99.74616241,99.88581085,98.27501678,99.17340088,99.38440704,98.86839294,
Europe & Central Asia,ECS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.6565323,105.6857529,105.225769,104.4046097,104.4280396,104.3454285,104.4633484,104.2152481,104.0727997,104.029541,103.6917038,102.8276062,103.0207672,102.8505096,103.6184387,103.8369827,104.2359924,104.7221298,105.0584793,104.2196503,103.8706512,104.2588196,103.6634216,103.4738312,103.1680527,102.8079376,102.6399384,102.2170792,102.9985504,102.8234177,102.6952286,103.4390335,104.0677567,103.0317612,102.4281006,101.5736618,101.1968689,101.2882385,101.6001511,101.2882614,101.5007477,101.6429825,101.618042,103.0402679,102.0270309,101.3068695,101.2409134,100.6957703,100.860939,100.8249435,100.5746994,
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,97.2935791,97.84882355,99.3213501,102.323288,102.5388489,104.3588867,104.9713593,106.4844208,111.7518387,113.028389,117.4507523,119.4421387,120.5920715,121.8936615,121.8748474,123.0348587,124.9509277,125.3583832,123.8361893,122.8990097,121.2059784,130.47789,126.3004608,109.591423,109.5811996,110.2051315,113.1548462,111.3634186,111.0374832,111.4111023,112.1068192,112.599678,111.7221222,110.6475296,109.874321,109.210762,110.0121078,107.6865463,112.23349,113.0802536,114.1176682,112.2776184,111.3694992,112.8784866,107.6838379,104.9349594,103.5349426,103.267952,101.1975479,99.02365875,
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,69.89311981,70.86341858,71.28775787,68.59007263,69.66445923,68.9553299,68.05886078,67.82286072,67.90910339,69.33757019,70.3290863,72.35079956,75.22891235,77.95796967,80.53627777,82.98742676,85.69510651,88.21465302,89.02877045,91.01532745,93.46298981,85.28523254,86.0958786,95.50858307,88.31234741,97.14009857,96.42913055,,94.42240906,93.82131958,93.96898651,94.78852844,95.33437347,95.71114349,95.70667267,97.26132202,98.3864975,,101.3825684,102.2853394,99.18448639,104.7797394,105.094429,103.8715363,,105.3935776,106.1334686,106.2849274,106.4095612,,
Euro area,EMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,107.0166168,107.0258789,106.9135208,105.554451,105.8126831,105.7075424,105.6583633,105.2231827,105.1194,104.9492874,104.815918,104.5781174,104.2589874,103.6084824,103.2360916,103.5451126,103.9666138,104.600647,104.7495193,104.6342316,103.7082901,102.9896011,101.9551163,102.0839691,102.3724289,102.5742493,103.2725525,103.0587082,104.4376602,104.079628,104.056221,103.6373062,102.9014511,102.6419373,102.54319,103.5285416,103.9453125,104.2213593,104.1520309,103.7212524,103.3612595,103.1681976,102.7772903,103.1200485,102.3769913,102.3950806,102.1231308,102.6466904,102.5156631,102.4077835,102.4083786,
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73284912,32.15279007,29.60635948,46.68109131,55.2025795,59.99079132,63.07300949,66.25253296,65.67089081,,71.01039124,80.25583649,81.24861145,91.5184021,101.5806808,108.5685883,112.4672318,111.9507217,103.105072,97.44982147,91.38321686,83.67566681,86.23454285,87.27342987,92.24736786,79.85054779,76.16100311,,68.47451782,68.43383026,,,
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,110.5733566,114.5788574,109.97155,112.1302185,112.9549789,111.9174423,111.067131,110.1859207,109.7986069,109.2270813,108.705513,109.3161621,109.4116287,108.9938736,108.6286163,107.3414383,106.9354477,104.5656891,104.4651794,104.473053,105.3005371,104.6915817,106.4852066,106.1585312,105.0815201,104.7766876,104.2828598,104.4210281,104.5466919,104.5030594,104.0246201,103.5990982,103.4238586,103.6473312,103.0569916,103.72332,104.1515884,104.6607971,104.5888824,103.9755783,104.5556488,105.240181,108.193779,107.1520386,106.3639908,104.2141724,102.710289,101.9893494,102.4025192,,
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,102.8897095,102.3964386,102.1226578,102.2361679,103.2617111,104.7042999,111.9033585,114.4220734,113.2425766,93.52155304,92.24201965,91.72743225,89.63854218,90.45841217,91.73921204,95.49846649,97.21466064,99.56613159,101.3830338,102.967041,103.7744522,102.3805313,101.1879425,99.68179321,98.90731049,97.70076752,98.90847778,101.6107101,103.0611725,103.0321426,101.7139435,100.9544907,99.56826019,98.00723267,97.14640808,97.11779785,97.2301712,97.66768646,97.92819214,,
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,15.02952003,15.85980034,16.27112007,17.72669029,19.22423935,21.25112915,22.85655022,22.00861931,26.21832085,33.91815186,39.05548096,41.84140015,42.4244194,40.46762848,37.55205154,36.98641968,40.05847168,40.87319183,39.1388092,35.25616837,31.55645943,25.28101921,21.70808029,25.53083038,29.22492027,35.12107086,40.53781128,50.21012115,49.64947891,54.71841812,60.58218002,63.79333878,65.08451843,67.91499329,79.0526123,83.22889709,89.07444,94.75041199,93.42681885,91.65653229,94.27971649,94.26506042,,99.25276184,100.971489,,,,,119.402977,
European Union,EUU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.6616211,105.6832428,105.7322235,104.7500687,104.9959183,104.860672,104.7815704,104.3531036,104.09478,103.7748566,103.3819427,102.903511,102.8443985,102.4942703,102.4580688,102.5656204,102.8361206,103.1711884,103.0622025,102.6616364,101.8631134,101.2086334,100.6113129,101.0616913,101.4082565,101.4859467,101.9413376,101.9051285,102.8916626,102.4960632,102.4513321,102.2512512,101.7270203,101.5552292,102.2999878,102.8172836,102.8213272,102.819313,103.047142,102.784523,102.7011337,102.5409088,102.7608566,103.4076767,102.0662689,101.9494095,101.6025772,101.8329697,101.5097198,101.2941208,101.3175964,
Fragile and conflict affected situations,FCS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,56.84429932,57.45278168,58.54426956,59.64627838,60.06707001,60.69433975,62.22034073,65.44612885,68.9582901,73.26248169,76.42566681,79.93282318,81.67545319,82.1815567,82.23465729,80.43517303,77.98516083,76.52915192,75.53452301,73.93762207,72.72696686,74.48719788,74.16851044,74.66391754,74.91457367,74.19426727,71.34037018,72.8917923,74.57594299,74.59751892,77.08904266,78.94931793,82.41716766,84.80436707,87.06600952,89.29546356,91.29911804,91.21498108,91.70160675,92.04017639,92.41612244,94.63308716,96.21867371,96.65499115,96.31610107,94.95709229,95.71762085,96.64901733,97.88870239,97.68274689,97.31089783,
Finland,FIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,81.71880341,81.14138031,82.19316101,85.79644775,89.82530975,102.1845016,100.6172714,99.17355347,98.15093231,97.15374756,96.08106995,97.35912323,99.93746185,101.8161774,102.6371994,102.3517227,102.1436462,100.7644882,99.1845932,98.47180176,98.68093109,99.14486694,99.31259155,99.27768707,98.96893311,99.04808807,99.20027161,99.89592743,100.3950272,101.2671967,101.2640228,100.3905716,99.6743927,98.78333282,98.41797638,98.00862885,98.55609894,98.97754669,99.21356964,99.48232269,99.75524139,100.3409805,100.3441467,100.6207199,100.560791,100.4188385,100.1546402,100.2051086,99.91573334,,
Fiji,FJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,106.7394409,109.9926682,112.3385162,115.6284866,116.850029,117.5225601,115.3574066,112.702919,110.3644333,106.7598038,105.4320602,105.2677307,,102.5713272,101.7441711,102.0851135,103.6701584,104.8466721,,,,108.7105331,107.5270767,,107.9976501,106.9441376,104.8440018,105.1436234,105.0745621,103.7604065,101.5860901,104.0055618,105.8880768,108.6627884,112.6782837,,113.3765335,107.3032608,106.2566681,104.8310699,,105.6897964,106.6172867,107.818718,,106.7164612,106.4388885,,,116.4591064,112.6854477,
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,116.2766418,113.298027,110.6238708,109.8235703,109.0655518,108.1693726,107.8340836,109.3251114,110.1786423,110.4189682,109.8852005,108.8513107,106.8536835,106.2429123,106.1252365,109.1834793,111.7546921,113.7447205,113.7990799,111.4468918,108.807663,106.4270935,104.3817673,104.7876282,105.2658768,106.1306915,105.1250534,105.2064514,100.8092575,100.4282608,100.3822098,100.2492981,99.97544861,99.81118011,104.6364899,104.2788467,103.8597794,103.6221466,103.0411377,102.7615128,102.6911011,102.5231628,102.2764435,101.2803497,101.9896393,102.2604294,102.4172211,102.4644089,102.5394821,,
Faroe Islands,FRO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,213.8589478,215.2469635,221.8482056,215.0993347,211.3215942,202.3689728,204.372406,198.7177429,191.7566376,,,,,,,,,,,,,,,,,,,,,,,,,112.8870163,111.0960007,,113.1125488,,,,,,,101.4321213,97.17474365,97.03672028,,,96.80560303,89.99858856,
Gabon,GAB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,138.6821594,139.8059235,140.3277435,139.1459045,142.064621,144.7299042,140.8870392,146.1157227,141.8470154,143.9900665,145.927002,146.02005,145.7577972,146.5141449,147.0489655,146.0455475,146.9338837,144.6264343,148.1847534,,,135.7299347,,139.2638855,145.4338837,143.63974,142.9405975,,140.8647003,,135.3308563,140.881958,137.5253754,,,,,,,,139.9336243,,,,,,,,,,
United Kingdom,GBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,104.0258789,103.364212,102.6119766,102.6864929,102.8787384,103.3394394,103.7687378,103.9018784,104.1207962,104.3044434,103.9337006,103.0338516,101.8248367,102.4993591,102.7494125,105.0842133,106.7442169,107.7359314,107.4054565,106.8314972,105.4804916,104.1715927,,,,,,100.7973404,100.6685562,100.3587189,100.2299194,99.82263184,99.99331665,105.935173,106.3861694,105.0685806,103.2406006,105.0618896,104.2597885,104.5549088,104.4257126,106.2460785,107.1119995,102.2555466,101.9252701,101.3352127,101.1545563,100.9955521,100.4914627,,
Georgia,GEO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,96.88504791,,,,,92.41829681,,,,,97.29103851,95.29773712,87.4046936,89.07060242,91.59068298,98.40442657,103.6033783,109.925827,114.6665268,118.1746521,115.6947479,110.8205032,106.9096527,106.2339096,100.7800903,99.93818665,103.2273712,104.0247726,103.6957016,103.3403473,104.2706833,106.305542,106.3921967,104.2728119,102.7534714,100.3439484,100.3583069,98.63083649,99.29888153,99.41728973,
Ghana,GHA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,64.08970642,62.31710052,63.2084198,61.64213181,62.02474976,66.79985809,68.20276642,68.39028168,69.57602692,70.84188843,73.13387299,74.91819763,73.44567871,70.81008911,72.66558838,69.31256866,70.53964996,69.67346954,73.33070374,71.38047791,79.47891235,79.93363953,78.99539185,80.09706879,78.41187286,77.89364624,80.46463013,,78.34223938,82.8720932,77.9119873,81.00469971,77.61261749,80.76332092,86.54676056,90.666008,95.58154297,101.0230026,100.2911301,,102.9708099,106.687912,106.1007996,104.5874481,108.3378906,106.7279663,105.5098801,103.5684662,104.8414078,103.4420013,
Gibraltar,GIB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,91.2574234,100.4468994,73.01998901,73.26757813,72.05536652,73.85587311,70.41030884,72.74156189,71.14634705,69.81912231,71.02272797,73.52636719,74.19355011,77.04831696,75.36618042,,,,,,,,,,,,116.5741119,,103.9059372,88.78048706,84.47049713,,,,,,,109.7402573,111.8172379,,,,,,,101.1211624,103.5440292,,107.7583008,108.7613297,
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,31.0288105,26.16724014,29.86470985,30.2333107,30.78195,29.78967094,33.24110031,34.33086014,35.54314041,36.21017075,34.73577118,32.96281815,31.80579948,30.67464066,34.78599167,32.45240021,30.74069023,31.76487923,32.13444901,31.81171036,34.53488922,34.58248138,39.16788101,42.26197815,47.15076065,49.01712036,52.7618103,52.9528389,55.15832901,58.21963882,61.27466965,69.69432831,73.02693939,76.08023071,78.10018158,79.64610291,81.74790955,82.77784729,82.38143158,84.24967957,87.28553009,89.20852661,91.14469147,92.76374054,,91.50917053,,,,100.7853699,
"Gambia, The",GMB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,24.69420052,24.3254509,26.0555191,26.74581909,27.87805939,29.58987045,30.79606056,33.37451172,37.56251907,42.19464111,51.46638107,56.11671829,59.80263138,63.7853508,65.99260712,66.27432251,64.38126373,61.78408813,57.85398102,58.64825821,60.52597046,60.82128143,62.41545105,64.64228821,66.20693207,69.38745117,70.61517334,71.26094818,81.79470062,80.24207306,80.29878998,77.59647369,80.64457703,81.51904297,79.6480484,78.75121307,81.15557861,80.29094696,79.72770691,79.78491211,77.92639923,81.2006073,82.98383331,86.74098969,90.04512787,92.02220917,95.23710632,98.01438141,101.6599731,103.5262299,
Guinea-Bissau,GNB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,27.72915077,32.04457855,39.55913162,46.2228508,69.75762177,74.88317871,,74.78546143,71.87322235,67.50948334,64.29212189,62.67584991,60.18584061,58.51699829,57.47227097,,54.51147842,51.90864944,52.13666153,,,47.45362091,45.79793167,51.02436829,55.06248856,57.5503006,62.34809875,65.60730743,,75.61673737,89.8494873,,,108.7224274,116.306221,122.4438095,,,,118.6851807,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,87.22293854,,,104.4871063,,,,,,,155.3735962,153.188324,163.9334412,177.5815277,,,,,,,,,112.6977692,114.8212128,,,,,108.0449829,103.1126175,107.2016907,104.0579834,94.71421051,,90.01091766,,,72.16177368,70.19529724,69.38204956,67.94090271,69.14431,,,61.7751503,,,,,,
Greece,GRC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.2341766,102.0151978,102.7921295,103.8995895,103.536087,103.0582809,102.1577988,101.0152664,99.85385895,98.05267334,99.44526672,99.4407196,99.83255768,99.63764954,99.19199371,98.06278992,95.16239929,95.79482269,95.18280029,94.67404175,94.28900909,92.48538208,90.46405792,90.26921844,92.44613647,92.20223236,92.64602661,95.13059235,96.72457123,97.60521698,96.32824707,97.38613129,97.95394897,98.68874359,97.83577728,97.67706299,96.79380035,,,98.51425171,98.29023743,99.16412354,98.92430115,97.87486267,99.52629852,99.27773285,99.55348206,99.36643219,99.96620178,,
Grenada,GRD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,124.1564102,127.0088196,129.7156982,136.2311096,115.6449814,119.651123,120.9348068,120.3558273,117.5811996,113.5784531,107.8455887,106.0374222,105.8915024,103.5941391,103.9721527,101.4663467,112.0656281,114.6531677,,117.179863,116.5832977,121.8837433,123.6101074,121.526619,119.7539291,110.472847,122.3586807,119.1255112,110.6522903,93.76376343,97.8859024,112.304512,111.8689804,110.1524963,103.2121887,,103.9276505,108.6544495,115.5776367,116.5287781,,,119.3914185,118.5854416,118.5521622,112.4978714,111.447731,106.8507614,,,
Greenland,GRL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,54.62659836,56.0754509,57.26935959,57.3571701,58.82883835,59.86893845,59.43917084,61.43410873,63.06933975,64.48860931,66.58611298,70.42308807,66.23526001,70.4179306,71.93965912,72.45855713,72.09387207,73.88601685,75.20308685,,72.57926178,76.06970978,80.01394653,81.80330658,81.73117065,84.07853699,85.5375824,86.2889328,92.44043732,97.82714081,99.79490662,100.396843,103.1170731,,108.6822586,109.8527908,111.030777,111.3810272,111.9824066,115.7610092,115.4871292,113.629921,108.8770828,106.0161819,102.5807419,101.5126877,100.8123016,101.1948929,101.9026184,101.8734894,100.6103668,
Guam,GUM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,97.91644287,96.04473877,94.80381012,92.229599,90.95252991,88.63948059,87.38314819,86.67151642,80.7872467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
